0	0	-1	0
0	1	-248.1133	2.63695
0	2	-309.22007	2.67868
0	3	-286.62982	2.81595
0	4	-292.70409	2.57781
0	5	-303.07508	2.79159
0	6	-310.832	2.77474
0	7	-249.45812	2.66906
0	8	-311.68231	2.72351
0	9	-223.09389	2.76425
0	10	-1	0
0	11	-270.30366	2.8307
0	12	-237.22885	2.86168
0	13	-287.07221	2.86838
0	14	-229.77238	2.69524
0	15	-279.471	2.85142
0	16	-236.55215	2.78985
0	17	-239.73583	2.77595
0	18	-225.31633	2.81935
0	19	-138.69261	2.74471
0	20	-154.63812	2.92996
0	21	-247.722	2.83542
0	22	-257.8584	2.83704
0	23	-205.25255	2.80017
0	24	-253.81398	2.75503
0	25	-178.72183	2.57085
0	26	-140.12924	2.65227
0	27	-251.628	2.77785
0	28	-277.752	2.63385
0	29	-191.92556	2.79031
0	30	-152.56502	2.76457
0	31	-163.69639	2.66303
0	32	-1	0
0	33	-371.58492	4.52419
0	34	-551.43039	4.2224
0	35	-1	0
1	0	-245.05745	2.86364
1	1	-133.897	2.27528
1	2	-190.727	2.7004
1	3	-186.31265	2.7421
1	4	-171.44217	2.69037
1	5	-209.40651	2.68242
1	6	-275.983	2.62562
1	7	-163.927	2.66427
1	8	-194.539	2.7421
1	9	-229.497	2.76965
1	10	-239.498	2.69919
1	11	-148.265	2.78553
1	12	-264.952	2.7501
1	13	-191.998	2.69148
1	14	-259.243	2.70528
1	15	-130.28266	2.77363
1	16	-277.79424	2.85025
1	17	-151.03554	2.89869
1	18	-222.838	2.84837
1	19	-230.304	2.67778
1	20	-285.617	2.80428
1	21	-228.58236	2.72339
1	22	-159.08912	2.43804
1	23	-248.02071	2.82104
1	24	-248.77772	2.88953
1	25	-196.488	2.65201
1	26	-225.97283	2.81102
1	27	-201.50668	2.64962
1	28	-242.45731	2.72111
1	29	-199.57725	2.45257
1	30	-210.00566	2.59574
1	31	-153.20099	2.68311
1	32	-424.17793	3.97562
1	33	-483.22888	4.23516
1	34	-616.83603	4.57069
1	35	-437.34472	3.95262
2	0	-827.61523	10.65826
2	1	-437.90086	10.40021
2	2	-941.9083	10.72996
2	3	-592.77278	12.99398
2	4	-868.067	11.8671
2	5	-721.06104	10.66141
2	6	-777.945	10.78523
2	7	-1017.99881	10.62348
2	8	-695.06592	10.60804
2	9	-1082.13676	11.00493
2	10	-990.739	10.2839
2	11	-938.45104	10.74954
2	12	-641.28607	10.50223
2	13	-897.07962	10.41396
2	14	-959.48608	10.30302
2	15	-780.0405	10.2884
2	16	-926.04449	10.53629
2	17	-931.3428	10.85718
2	18	-1155.72193	10.89178
2	19	-659.05931	10.74649
2	20	-1203.60143	10.78025
2	21	-1055.25833	11.27689
2	22	-826.22525	9.88121
2	23	-895.53166	10.23811
2	24	-907.22682	10.60804
2	25	-841.74971	10.74649
2	26	-842.63892	10.57352
2	27	-1	0
2	28	-1	0
2	29	-798.31588	10.4186
2	30	-1	0
2	31	-1	0
2	32	-831.85614	10.78207
2	33	-912.33648	10.98512
2	34	-1390.43553	11.06311
2	35	-1104.84587	10.96516
3	0	-818.34346	10.38534
3	1	-664.26676	10.87673
3	2	-451.30017	10.25317
3	3	-797.99225	10.71111
3	4	-914.63101	10.67591
3	5	-666.73906	11.17527
3	6	-992.09118	10.60804
3	7	-1235.25085	11.03773
3	8	-583.83386	10.74649
3	9	-1142.65153	10.74649
3	10	-1038.81	11.2559
3	11	-827.41771	10.87673
3	12	-1171.21232	11.10083
3	13	-1076.95553	10.60804
3	14	-828.97632	10.1889
3	15	-1024.44734	10.74954
3	16	-1009.27034	10.80129
3	17	-657.82288	10.45037
3	18	-895.45289	10.74954
3	19	-1065.56494	10.73485
3	20	-1523.19287	11.06311
3	21	-1082.56	10.5894
3	22	-879.07573	10.37162
3	23	-849.17117	10.87673
3	24	-1140.17965	10.40476
3	25	-609.414	10.3716
3	26	-876.87854	11.09894
