0	0	-393.61224	4.96497
0	1	-405.44156	4.85737
0	2	-537.7739	5.78448
0	3	-413.17361	4.78828
0	4	-395.8955	4.64378
0	5	-328.73675	4.68382
0	6	-550.79686	4.66793
0	7	-462.18399	4.59141
0	8	-364.07974	4.66793
0	9	-443.8976	4.80206
0	10	-345.4267	4.63055
0	11	-388.92197	4.9086
0	12	-335.56035	4.59757
0	13	-484.9978	4.78828
0	14	-427.08597	4.80304
0	15	-402.51599	4.70193
0	16	-505.55297	5.04453
0	17	-377.9818	4.81358
0	18	-527.22167	4.9536
0	19	-425.78881	4.76757
0	20	-530.10489	4.63441
0	21	-390.04268	4.70556
0	22	-499.90749	4.75398
0	23	-405.88356	4.86038
0	24	-566.72348	5.0393
0	25	-487.7965	4.76118
0	26	-457.74531	4.67742
0	27	-555.48216	4.8327
0	28	-304.57055	4.64733
0	29	-486.80817	4.89077
0	30	-437.9005	4.89077
0	31	-489.129	4.79302
0	32	-386.48859	4.95779
0	33	-410.05537	4.92
0	34	-407.07893	4.93455
0	35	-396.65185	4.95024
1	0	-284.72496	4.66793
1	1	-331.18302	4.5179
1	2	-323.55982	4.57503
1	3	-436.95542	4.72953
1	4	-375.78999	4.82406
1	5	-1	0
1	6	-291.60856	4.69876
1	7	-326.73631	4.66793
1	8	-292.97747	4.61773
1	9	-1	0
1	10	-331.49097	4.55556
1	11	-303.39798	4.70873
1	12	-611.07402	6.41435
1	13	-295.92297	4.71522
1	14	-344.74009	4.76757
1	15	-459.65508	4.74608
1	16	-394.19367	4.67371
1	17	-295.42035	4.79497
1	18	-1	0
1	19	-318.40748	4.98019
1	20	-296.89321	4.59141
1	21	-351.81324	4.47702
1	22	-357.26894	4.49271
1	23	-343.74547	4.74991
1	24	-325.66981	4.76757
1	25	-382.80734	4.98849
1	26	-431.16248	4.68778
1	27	-384.84625	4.67371
1	28	-473.70683	4.8429
1	29	-387.90092	4.76059
1	30	-373.45799	4.86489
1	31	-384.86003	4.48907
1	32	-434.21099	4.93559
1	33	-474.45775	4.99192
1	34	-392.18335	4.88684
1	35	-391.95005	4.94271
2	0	-541.15408	4.53017
2	1	-526.46374	4.59141
2	2	-571.17876	4.71887
2	3	-754.89376	4.54919
2	4	-532.78011	4.33594
2	5	-560.98756	4.55898
2	6	-525.37048	4.6416
2	7	-549.76808	4.52071
2	8	-622.64801	4.52332
2	9	-536.42941	4.70839
2	10	-575.40278	4.82789
2	11	-650.471	4.62782
2	12	-590.19436	4.74704
2	13	-604.37042	4.74012
2	14	-671.2003	4.597
2	15	-547.50135	4.73321
2	16	-574.05736	4.74201
2	17	-556.89787	4.95426
2	18	-490.50667	4.4832
2	19	-552.04626	4.78124
2	20	-564.70578	4.6942
2	21	-569.50802	4.59487
2	22	-648.75232	4.63145
2	23	-545.47779	4.89814
2	24	-628.17067	4.74704
2	25	-570.03648	4.59757
2	26	-556.87772	4.55578
2	27	-491.06709	4.82109
2	28	-672.79087	4.41577
2	29	-591.07776	4.54974
2	30	-696.50909	4.59847
2	31	-613.49145	4.50515
2	32	-539.15733	5.01636
2	33	-313.42729	4.98019
2	34	-490.29197	4.86427
2	35	-406.82614	4.54886
3	0	-1	0
3	1	-283.27921	4.5526
3	2	-262.76401	4.47033
3	3	-254.93435	4.57503
3	4	-228.02205	4.59141
3	5	-374.02898	4.70873
3	6	-206.26777	4.66342
3	7	-260.29828	4.49806
3	8	-288.09616	4.58494
3	9	-282.78034	4.40411
3	10	-334.1838	4.74012
3	11	-308.3823	4.63055
3	12	-324.0025	4.83507
3	13	-419.50589	4.74012
3	14	-370.97176	4.7666
3	15	-370.66778	4.71922
3	16	-394.19813	4.88278
3	17	-269.38485	4.38262
3	18	-451.97868	4.62997
3	19	-356.15801	4.68778
3	20	-481.46215	4.40607
3	21	-340.486	4.63716
3	22	-460.9557	4.71522
3	23	-423.51335	4.63441
3	24	-403.12446	4.74895
3	25	-340.17014	4.64378
3	26	-425.32631	4.7822
3	27	-370.22135	4.68778
3	28	-365.94856	4.71922
3	29	-350.11829	4.75362
3	30	-498.00296	4.64435
3	31	-335.74403	4.67464
3	32	-433.72624	4.74012
3	33	-411.50256	4.95024
3	34	-547.16203	4.80304
3	35	-445.77031	4.667
